     2.388     2.559     4.424     6.486     0.277     1.000     1.000
    -0.189     2.638     2.888     5.843    -1.310     1.000     1.000
     4.615     6.357     6.689    10.129     0.260     1.000     1.000
     4.235     6.936     6.402     6.472     0.165     1.000     1.000
     0.228     1.201     2.760     3.288    -3.054     1.000     1.000
     3.581     4.688     6.524     8.951     0.255     1.000     1.000
     3.862     5.409     4.318     6.197    -0.070     1.000     1.000
     1.849     2.806     2.410     4.475    -0.870     1.000     1.000
     1.516     2.540     2.835     4.037    -0.991     1.000     1.000
     3.607     4.724     3.825     4.197    -0.509     1.000     1.000
     1.996     0.951     0.775     1.426    -1.800     1.000     1.000
     1.276    -1.396    -2.403    -2.370    -0.101     1.000     1.000
     0.168     0.878     1.233     0.920     0.854     1.000     1.000
     0.270     1.374     1.963     1.070     0.667     1.000     1.000
     4.117     3.556     5.892     6.190     0.289     1.000     1.000
     2.353     2.826     6.394     7.614     0.909     1.000     1.000
     3.640     4.633     7.111     8.761    -0.723     1.000     1.000
     1.508     3.739     4.553     7.555     0.226     1.000     1.000
     2.358     3.262     4.466     6.023    -0.608     1.000     1.000
    -1.706     0.594     2.560     3.515     0.519     1.000     1.000
     4.677     3.574     5.742     6.101    -0.914     1.000     1.000
     1.632     3.182     4.476     5.506    -0.892     1.000     1.000
     1.860     4.598     4.742     6.158    -0.441     1.000     1.000
     2.705     5.199     5.852     7.047    -0.188     1.000     1.000
     1.337     1.833     0.995     0.755    -0.057     1.000     1.000
     0.405     1.378     0.767     0.863    -0.634     1.000     1.000
    -0.120     2.328     4.671     8.202    -0.601     1.000     1.000
     3.450     4.258     6.117     7.643     0.252     1.000     1.000
     0.163     1.556     1.192     2.899    -0.448     1.000     1.000
    -1.095    -0.656    -2.183    -1.045    -0.674     1.000     1.000
     1.573     2.891     1.648     1.882    -1.013     1.000     1.000
     0.994     2.050     2.900     3.515     0.974     1.000     1.000
     0.146     0.340     1.585     3.913    -0.400     1.000     1.000
     1.510     4.899     7.795     6.984    -0.948     1.000     1.000
     1.613     1.032     2.661     4.686     0.752     1.000     1.000
     4.264     4.542     4.865     4.195    -0.079     1.000     1.000
     0.248     1.356     2.451     5.169     0.137     1.000     1.000
     3.185     4.721     4.487     7.055     0.101     1.000     1.000
     2.922     2.343     4.192     5.506     1.209     1.000     1.000
     1.403    -0.454     0.179    -0.929    -1.163     1.000     1.000
    -1.238    -0.921     0.370     0.020    -1.479     1.000     1.000
     3.100     4.420     4.269     6.663    -0.287     1.000     1.000
    -0.279    -0.174     0.477     1.923    -0.674     1.000     1.000
     1.919     4.090     3.962     5.030     2.146     1.000     1.000
     1.414     0.296     0.220     1.708     0.818     1.000     1.000
     4.029     5.486     4.874     3.946    -0.228     1.000     1.000
     0.953     2.496     4.230     6.748     1.433     1.000     1.000
     1.652     2.710     2.468     1.366     0.015     1.000     1.000
     1.489     1.842     2.082     2.932    -0.242     1.000     1.000
     3.319     3.566     5.138     4.308    -0.820     1.000     1.000
    -0.633    -0.016     1.094     2.151     0.211     1.000     1.000
     2.244     4.538     4.500     7.631     0.518     1.000     1.000
     2.942     4.466     4.444     4.464    -0.469     1.000     1.000
     0.301     0.999     0.681     1.337     1.777     1.000     1.000
     0.817     2.583     2.718     2.919    -0.821     1.000     1.000
     0.198     2.392     3.473     2.934     0.160     1.000     1.000
     1.603     0.062     0.017     0.200    -1.587     1.000     1.000
    -0.857    -1.948    -0.669     1.423    -2.064     1.000     1.000
     4.192     5.244     7.425     6.800     0.604     1.000     1.000
     1.887     1.912     2.985     5.823    -0.656     1.000     1.000
    -0.300     0.126     1.559     1.350     0.273     1.000     1.000
