1125	.	.	.	83.38	83.65	84.77
1126	41.08	.	61.94	.	.	.
1127	27.13	.	39.48	.	.	.
1128	.	.	.	69.57	71.19	66.34
1129	.	51.74	66.06	69.15	.	.
1130	.	.	.	59.88	.	.
1131	.	.	.	75.16	73.37	.
1132	64.27	70.91	73.38	79.33	80.97	82.22
1133	.	.	.	44.12	.	41.67
1134	56.59	62.41	65.24	71.14	72.14	.
1135	47.43	45.81	57.33	54.03	61.44	65.91
1136	.	.	.	62.85	.	.
1137	49.54	54.09	53.98	54.97	66.5	.
1138	45.91	38.08	34.93	31.15	.	.
1139	.	.	.	55.87	53.68	64.94
1140	71.99	75.24	77.85	81.31	79.76	76.2
1141	.	.	.	44.54	38.75	44.31
1142	55.55	55.45	63.01	64.36	64.23	68.36
1143	.	.	.	42.62	51.36	46.67
1144	27.75	31.03	43.01	36.3	.	.
1145	44.5	.	.	.	.	.
1146	62.34	55.62	64.85	70.68	74.12	85.51
1147	.	.	.	63.28	67.68	68.06
1148	.	.	.	59.72	.	62.12
1149	51.46	53.81	55.91	61.14	63.61	63.26
1150	57.31	.	62.03	61.08	.	.
1151	37.83	.	.	.	.	.
1152	35.81	.	.	.	.	.
1153	34.66	35.73	41.63	50.26	.	.
1154	.	.	.	64.13	64.84	64.13
1155	51.71	53.55	64.21	63.47	57.6	67.22
1156	.	.	.	52.27	48.27	53.43
1157	.	.	.	63.38	66.6	63.69
1158	63.54	66.07	70.58	67.28	74.98	.
1159	43.59	53.99	.	.	62.4	.
1160	.	.	.	52.26	.	.
1161	.	.	.	74.33	79.78	81.01
1162	.	.	.	48.52	43.63	39.61
1163	64.47	69.87	74.24	67.96	78.47	.
1164	.	.	.	60.71	65.23	65.94
1165	50.43	53.7	57.84	51.85	.	.
1166	.	.	.	64.1	65.66	.
1167	52.49	46.48	67.95	79.24	.	.
1168	52.04	.	.	.	.	.
1169	52.41	53.45	.	.	.	.
1170	36.57	.	45.83	.	.	.
1171	.	.	.	55.34	58.82	65.1
1172	35.71	38.34	.	47.01	57.45	60.29
1173	54.29	51.44	61.97	65.46	68.93	68.79
1174	44.47	37.11	33.97	49.46	.	.
1175	48.02	47.17	60.06	55.66	52.84	55.03
1176	51.16	.	.	.	.	.
1177	45.76	48.95	57.91	.	.	.
1178	74.28	75.47	75.44	78.03	79.94	80.64
1179	.	.	.	53.14	64.65	63.14
1180	.	.	.	.	.	.
1181	47.14	59.06	56.42	47.46	.	.
1182	.	.	.	62.77	.	.
1183	47.92	52.09	60.91	64.87	64.94	65.78
1184	44.03	51.6	62.25	61.72	66.37	61.42
1185	.	.	.	75.29	80.55	82.39
1186	44.15	45.16	.	.	.	.
1187	.	.	.	46.13	.	42.67
1188	.	.	.	64.1	70.59	68.61
1189	.	.	.	51.87	52.75	46.79
1190	70.49	75.4	76.64	77.19	82.85	88.12
1191	54.85	62.45	65.17	64.96	69.15	71.1
1192	.	.	.	60.11	56.75	61.57
1193	48.51	49.09	60.28	53.71	58.79	.
1194	58.5	69.76	.	68.05	.	.
1195	43.27	.	.	.	.	.
1196	64.05	62.04	75.76	74.65	.	.
1197	.	.	.	60.37	70.17	67.89
1198	58.43	64.38	61.42	59.24	66.24	.
1199	41.75	.	.	.	.	.
1200	.	.	.	54.93	55.08	55.17
1201	.	.	.	55.55	66.97	68.54
1202	50.54	46.31	56.01	52.08	61.46	.
1203	.	.	.	46.8	39	33.02
1204	.	.	.	52.54	66.32	72.24
1205	.	.	.	54.27	63.19	.
1206	.	.	.	82.02	.	.
1207	.	.	.	64.64	68.59	68.71
1208	48.91	50.45	54.22	68.42	67.32	62
1209	66.49	76.29	76.36	.	81.33	.
1210	.	.	.	41.33	39.36	48.16
1211	49.26	.	.	.	.	.
1212	50.64	.	.	.	58.57	79.12
1213	.	.	.	.	.	.
1214	63.89	70.26	68.14	74.8	82.21	.
1215	.	.	.	70.1	67.12	.
1216	.	.	.	52.37	63.86	66.22
1217	56.61	.	.	.	58.41	.
1218	45.46	43.82	43.4	50.2	54.3	.
1219	44.38	46.8	56.55	.	54.98	50.66
1220	.	.	.	59.12	65.93	66.2
1221	.	.	.	70.43	.	.
1222	41.09	50.06	63.47	.	63.58	64.41
1223	65.04	.	.	.	.	.
1224	.	.	.	62.23	60.43	58.25
1225	62.86	71.4	72.1	78	73.45	79.32
1226	.	.	.	62.56	.	57.55
1227	35.5	31.94	30.62	28.29	36.63	.
1228	38.84	44.52	.	.	.	.
1229	44.46	46.8	.	54.31	55.97	57.11
1230	.	.	.	71.02	.	79.72
1231	44.58	44.49	.	39.62	41.56	.
1232	65.46	66.54	78.91	.	78.18	85.21
1233	49.26	58.09	58.88	59.45	58.81	.
1234	51.55	61.88	57.4	56.3	63.37	58.07
1235	47.04	50.89	64.88	66.78	.	68.65
1236	56.63	53.41	63.22	71.44	74.02	.
1237	.	.	.	49.38	.	47.92
1238	52.61	.	46.86	.	.	.
1239	.	.	.	72.68	77.54	69.93
1240	.	.	.	68.14	77.22	.
1241	.	.	.	60.34	.	62.06
1242	44.29	36.31	46.75	.	42.02	37.1
1243	.	.	.	51.22	.	.
1244	55.43	54.57	63.09	65.27	66.62	69.57
1245	50.59	60.74	59.34	.	62.52	64.97
1246	.	.	.	61.92	.	48.39
1247	47.75	46.13	59.79	.	.	.
1248	.	.	.	56.19	50.19	49.06
1249	.	.	.	41.87	.	.
1250	50.49	58.07	61.69	61.2	62.96	.
1251	.	.	.	68.2	73.19	77.84
1252	36.81	.	.	.	.	.
1253	49.37	46.3	.	.	.	.
1254	47.08	49.54	66.8	63.89	.	.
1255	.	.	.	51.29	56.85	61.48
1256	46.68	45.12	53.63	.	.	.
1257	57.14	60.21	.	.	.	.
1258	.	.	.	58.01	54.11	57.65
1259	32.19	31.06	.	.	.	.
1260	38.01	.	39.04	34.2	.	.
1261	66.48	.	69.77	70.12	73.56	.
1262	.	.	.	62.41	71.33	.
1263	.	.	.	54.77	61.28	.
1264	.	.	.	56.27	.	.
1265	.	.	.	54.36	67.71	63.99
1266	55.18	64.68	71.35	62.72	64.17	63.5
1267	.	.	.	74.28	77.25	.
1268	53.83	58.89	.	.	.	.
1269	.	.	.	60.36	.	68.64
1270	42.62	36.04	.	.	.	.
1271	.	.	.	48.28	60.35	64.81
1272	.	.	.	.	54.56	60.73
1273	.	.	.	.	.	.
1274	52.1	49.77	.	.	.	.
1275	.	.	.	69.53	.	.
1276	.	.	.	62.54	68.58	62.49
1277	.	.	.	58.12	.	.
1278	.	.	.	.	.	.
1279	.	.	.	48.43	42.34	.
1280	.	.	.	52.66	58.32	61.63
1281	49.51	.	.	.	.	.
1282	51.87	49.7	56.1	48.53	64.35	69.69
1283	.	.	.	60.06	62.31	67.66
1284	48.92	57.87	58.73	64.7	.	.
1285	59.19	.	.	63.15	.	.
1286	.	.	.	60.02	62.6	.
1287	69.03	71.36	72.24	72.77	73.41	82.83
1288	44.48	48.99	44.63	60.5	.	.
1289	88.03	83.26	84.66	91.33	.	.
1290	.	.	.	53.2	55.11	65.04
1291	.	.	.	61.47	62.01	65.25
1292	42.25	.	34.93	31.16	33.97	30.9
1293	.	.	.	46.18	52.26	57.77
1294	.	.	.	53.26	.	.
1295	44.89	57	58.25	63.41	63.37	.
1296	46.42	55.23	60.63	61.07	.	.
1297	32.84	34.18	52.42	.	64.29	.
1298	.	.	.	77.53	80.77	77.02
1299	.	.	.	57.92	.	.
1300	36.03	35.25	.	.	.	.
1301	39.48	.	49.87	.	.	.
1302	.	.	.	77.31	74.84	73.81
1303	49.86	58.72	.	.	.	.
1304	.	.	.	71.09	72.28	.
1305	49.57	55.45	66.95	63.89	.	.
1306	61.38	62.06	68.08	63.96	68.97	70.3
1307	.	.	.	44.23	.	.
1308	.	.	.	42.89	52.07	57.02
1309	42.72	54.76	.	.	.	.
1310	.	.	.	80	.	87.6
1311	.	.	.	66.11	.	65.32
1312	37.15	60.35	.	.	.	.
1313	69.19	64.02	76.85	.	.	81.98
1314	.	.	.	48.68	53.62	55.45
1315	.	.	.	59.69	55.6	60.53
1316	48.75	49.45	50.56	53	55.11	.
1317	.	.	.	74.71	77.81	76.96
1318	.	.	.	40.14	38.47	.
1319	45.12	31.24	56.76	51.73	49.62	.
1320	47.5	50.61	.	.	.	.
1321	41.26	34.76	49.79	51.91	.	.
1322	37.48	.	.	.	.	.
1323	51.26	60.06	62.15	64.63	.	.
1324	44.59	42	.	.	.	.
1325	57.19	61.13	.	.	.	.
1326	.	.	.	53.23	.	.
1327	.	.	.	80.42	82.82	85.26
1328	.	.	.	43.13	52.49	62.6
1329	35.9	39.66	48.7	58.08	.	.
1330	47.74	48.77	60.49	59.62	65.09	63.81
1331	41.58	45.87	.	.	.	.
1332	52.39	45.1	55.15	52.26	.	.
1333	.	.	.	42.52	39.66	43.34
1334	.	.	.	52.11	67.4	64.91
1335	33.79	35.84	.	.	.	.
1336	.	.	.	59.43	58.86	60.7
1337	.	.	.	52.53	62.5	59.17
1338	.	.	.	59.4	.	56.94
1339	.	.	.	69.31	77.14	79.43
1340	.	.	.	55.23	.	.
1341	52.37	59.5	59.76	.	.	.
1342	68.92	70.22	73.7	77.99	79.08	.
1343	36.43	41.99	49.76	.	46.18	50.96
1344	.	.	.	51.91	57.32	57.81
1345	30.26	53.99	56.56	55.79	58	.
1346	58.46	73.73	72.6	78.56	80.11	77.01
1347	.	.	.	54.4	.	.
1348	.	.	.	61.89	61.51	60.82
1349	41.91	39.91	38.66	.	.	.
1350	40.07	36.39	36.02	41.14	37.97	42.6
1351	44.44	.	.	.	.	.
1352	62.58	71.51	72.62	78.66	73.46	74.64
1353	.	.	.	60.78	62.06	62.83
1354	49.51	60.4	59.56	66.03	73.46	74.13
1355	73.18	72.84	76.93	81.15	85.6	.
1356	34.69	30.38	46.31	.	.	.
1357	.	.	.	55.44	60.06	61.15
1358	.	.	.	54.03	.	.
1359	.	59.08	71.43	67.41	76.41	81.02
1360	.	.	.	65.33	70.32	73.5
1361	.	.	.	72.97	82.69	84.51
1362	47.53	47.96	52.56	58.19	50.2	53.18
1363	.	.	.	58.87	.	.
1364	57.74	64.7	62.56	64.69	66.65	69.96
1365	.	.	.	52.4	.	.
1366	.	.	.	49.67	60.82	61.26
1367	.	.	.	79.1	81.29	81.9
1368	.	.	.	71.65	74.17	75.92
1369	55.1	65.97	70.69	68.78	73.44	68.63
1370	50.93	.	.	.	.	.
1371	70.21	70.04	74.51	77.47	81.12	.
1372	.	.	.	75.75	78.06	.
1373	.	.	.	33.7	33.65	.
1374	35.43	39.56	37.85	.	.	.
1375	.	.	.	50.78	.	.
1376	.	.	.	51.77	47.01	52.92
1377	.	.	.	72.81	79.61	75.47
1378	35.76	38.72	41.65	36.71	53.38	.
1379	71.06	69.59	76.85	80.17	83.67	81.65
1380	37.97	35.6	.	.	.	.
1381	37.84	37.93	37.22	.	.	.
1382	39.08	.	32.05	.	.	.
1383	58.24	64.67	.	66.35	74.15	.
1384	.	.	.	53.04	56.21	.
1385	.	.	.	50.93	.	.
1386	58.43	59.72	68.9	64.42	62.64	72.07
1387	56.11	.	.	.	.	.
1388	.	.	.	55.28	.	.
1389	53.71	.	59.69	.	.	.
1390	.	.	.	63.14	67.71	68.28
1391	60.65	.	.	66.15	64.62	69.94
1392	53.31	57.51	63.92	61.89	62.96	55.3
1393	.	.	.	67.82	69.57	76.36
1394	44.49	59	59.44	.	58.06	.
1395	47.94	38.82	59.2	51.45	46.43	.
1396	40.91	65.05	68.49	69.19	62.28	.
1397	41.6	52.55	48.76	46.23	48.48	52.83
1398	.	.	.	47.45	.	.
1399	46.78	43.53	47.03	58.83	62.38	.
1400	35.12	38.88	.	.	.	.
1401	.	.	.	50.94	51	61.91
1402	57.2	61.92	69	71.59	69.51	74.87
1403	40.03	53.69	52	43.49	37.91	52.87
1404	40.28	.	.	.	.	.
1405	46.84	59.65	.	69.19	.	.
1406	58.55	64.27	.	.	.	.
1407	71.05	73.77	76.25	72.97	75.96	.
1408	.	.	.	45.23	49.87	54.31
1409	.	.	.	64.92	73.3	66.9
1410	39.62	58.66	66.64	65.08	.	.
1411	.	.	.	.	.	69.97
1412	31.65	45.08	.	39.16	.	.
1413	58.15	60.8	67.92	61.66	58.47	66.77
1414	.	.	.	51.53	61.43	68.8
1415	.	.	.	62.24	57.48	.
1416	49.16	40.01	64.12	63.67	.	.
1417	.	.	.	46.32	.	50.72
1418	.	.	.	71.99	.	.
1419	33.63	39.88	.	50.44	.	.
1420	.	.	.	57.95	.	.
1421	.	.	.	47.82	46.99	49.27
1422	.	.	.	50.05	.	58
1423	.	.	.	62.53	.	53.77
1424	.	.	.	49.3	.	.
1425	48	39.14	53.85	55.62	51.58	57.66
1426	.	.	.	84.78	88.09	90.68
1427	.	.	.	61.92	68.28	63.77
1428	43.58	37.48	45.06	42.79	.	.
1429	52.23	57.08	.	.	.	.
1430	.	.	.	81.39	79.52	82.68
1431	70.41	74.67	77.03	80.33	87.31	85.62
1432	.	.	.	44.72	64.28	.
1433	61.34	59.22	68.53	69.65	71.52	72.98
1434	.	.	.	55.36	50.03	60.51
1435	59.85	61.95	.	.	75.79	77.7
1436	45.62	46.08	39.58	.	.	.
1437	.	.	.	65.57	63.15	64.52
1438	.	.	.	52.96	54.36	52.97
1439	59.39	63.18	70.17	72.74	75.2	79.21
1440	61.29	60.98	59.58	66.61	64.12	.
1441	.	.	.	.	69.88	74.89
1442	54.93	62.02	.	.	.	.
1443	61.96	.	68.49	74.51	77.72	.
1444	.	.	.	60.62	65.08	66.43
1445	47.1	.	38.21	50.56	58.7	.
1446	.	.	.	66.59	.	.
1447	41.94	.	42.09	46.96	44.78	.
1448	.	.	.	41.44	.	.
1449	51.23	55.21	62.21	62.86	67.51	67.03
1450	.	.	.	48.02	53.54	59.41
1451	.	.	.	73.68	79.5	77.89
1452	63.79	66.99	69.11	76.02	75.7	78.8
1453	.	.	.	74.11	76.85	73.88
1454	.	.	.	69.85	.	.
1455	.	.	.	73.74	80.69	80.88
1456	51.69	.	.	.	.	.
1457	58.57	.	64.17	67.75	75.91	75.2
1458	.	.	.	60.11	62.37	62.97
1459	.	.	.	68.14	70.14	75.82
1460	48.89	.	66.62	67.52	.	.
1461	.	.	.	39.89	51.26	60.36
1462	37.78	31.81	.	.	.	.
1463	.	.	.	49.61	69.27	61.48
1464	53.8	53.83	65.73	63.5	65.39	71.45
1465	54.43	.	45.1	49.72	52.49	.
1466	.	.	.	78.99	81.88	85.21
1467	.	.	.	50.23	.	.
1468	.	.	.	70.3	78.38	.
1469	40.99	.	35.19	35.18	.	.
1470	56.52	56.43	.	65.21	67.14	68.84
1471	.	.	.	59.43	60.36	68.58
1472	43.76	52.69	57.64	52.62	46.39	.
1473	57.17	65.42	65.83	65.32	.	.
1474	.	.	.	58.86	.	.
1475	.	.	.	50.72	.	.
1476	68.04	68.39	73.73	83.04	85.34	85.18
1477	.	.	.	55.59	65.3	61.41
1478	.	.	.	.	.	.
1479	60.55	58.76	57.65	60.65	68.53	71.89
1480	59.43	50.64	58.9	64.68	64.25	61.77
1481	.	.	.	71.03	67.58	66.61
1482	41.9	47.04	60.38	62.37	.	.
1483	45.65	38.28	60.7	63.03	.	.
1484	50.56	.	.	48.41	49.28	50.86
1485	.	.	.	63.2	.	.
1486	.	.	.	71.64	72.39	74.97
1487	50.67	61.43	67.42	65.74	67.11	64.16
1488	45.09	.	49.33	41.63	57.52	.
1489	.	.	.	56.14	65.37	.
1490	.	.	.	70.28	73.54	68.93
1491	48.92	59.63	.	63.08	75.44	.
1492	38.59	54.01	49.29	56.16	.	.
1493	56.72	65.51	77.85	80.35	82.39	76.81
1494	42.33	.	63.54	.	55.65	.
1495	53.53	63.69	62.08	68.35	66.08	77.4
1496	.	.	.	64.48	.	.
1497	52.8	60.46	.	.	.	.
1498	42.48	56.84	61.5	62.83	62.03	58.41
1499	.	.	.	59.54	70.05	65.14
1500	.	.	.	41.15	.	.
1501	.	.	.	59.46	67.17	66.2
1502	.	.	.	40.19	.	.
1503	.	.	.	63.08	.	.
1504	43.12	37.53	45.88	53.09	.	43.13
1505	.	.	.	65.41	70.81	63.06
1506	59.63	61.36	63.1	.	.	.
1507	.	.	.	65.14	73.03	.
1508	.	.	.	62.06	.	.
1509	59.66	64.43	74.69	.	.	.
1510	49.2	50.65	52.03	.	.	.
1511	61.2	65.47	67.89	66.82	64.6	.
1512	74.9	.	75.14	76.47	84	82.3
1513	.	.	.	42.72	53.98	51
1514	.	.	.	60.86	56.78	61.95
1515	.	.	.	40.36	.	.
1516	.	.	.	63.68	77.89	75.01
1517	.	.	.	72.99	75.81	77.58
1518	62.15	.	.	.	.	.
1519	52.19	55.59	63.1	62.17	62.12	55.92
1520	59.91	56.4	59.15	55.86	63.37	.
1521	34.86	34.56	41.62	.	.	.
1522	51.68	.	64.78	66.74	67.2	63.3
1523	.	.	.	69.53	70.07	68.7
1524	.	.	.	61.28	65.67	74.32
1525	.	.	.	50.87	65.57	61.52
1526	45.32	45.2	37.55	31.64	.	55.62
1527	63.22	.	67.59	.	.	64.43
1528	.	.	.	73.03	76.12	75.7
1529	51.59	46.48	.	52.59	47.72	65.06
1530	.	.	.	40.22	48.45	.
1531	.	.	.	47.33	.	.
1532	.	40.66	38.77	33.34	.	.
1533	54.22	.	58.63	55.91	61.68	72.1
1534	63.64	65.3	68.97	73.49	70.04	70.97
1535	54.09	61.96	66.46	70.68	74.92	76.04
1536	.	.	.	41.21	54.19	49.56
1537	40.56	.	62.81	63.3	.	.
1538	.	.	.	65.8	.	65.08
1539	.	.	.	65.55	67.35	68.8
1540	.	.	.	79.53	81.23	82.64
1541	41.25	46.22	63.93	.	47.12	53.57
1542	52.48	53.32	63.9	61.18	.	.
1543	.	.	.	58.55	55.02	71.83
1544	.	.	.	49.63	.	.
1545	.	.	.	63.3	.	50.55
1546	47.19	.	.	.	.	.
1547	67.2	.	64.08	67.44	71.86	.
1548	.	.	.	58.13	.	.
1549	64.23	68.68	72	69.95	77.63	73.1
1550	47.96	58.73	55.49	52.66	53.2	.
1551	50.82	60.79	64.98	65.04	.	.
1552	44.38	43.87	42.69	41.09	50.19	.
1553	37.96	33.24	30.07	.	.	.
1554	.	.	.	65.01	.	70.86
1555	.	.	.	71.41	74.08	.
1556	.	.	.	50.92	56.54	59.19
1557	.	.	.	67.16	.	.
1558	45.32	56.01	61.43	.	57.23	.
1559	.	.	.	63.48	58.22	70.78
1560	70.56	78.84	82.14	85.48	85.79	.
1561	.	.	.	58.57	60.44	65.99
1562	.	.	.	75.67	75.13	75.4
1563	.	.	.	59.56	58.26	67.81
1564	.	.	.	57.06	.	.
1565	.	.	.	63.33	.	.
1566	50.62	60.67	65.62	.	.	.
1567	.	.	.	72.66	73.53	70.05
1568	.	.	.	58.75	66.48	65.97
1569	.	.	.	52.55	69.72	.
1570	53.42	49.34	63.35	68.65	72.99	.
1571	.	.	.	42.42	.	.
1572	44.7	54.23	62.46	58.98	.	.
1573	65.75	58.1	69.3	.	.	.
1574	.	.	.	76.11	.	.
1575	50.54	.	43.38	55.42	.	.
1576	50	49.44	55.54	.	52.91	.
1577	34.75	42.72	46.22	.	.	.
1578	.	.	.	56.82	51.56	46.19
1579	35.18	41.48	55.51	56.85	58.29	.
1580	44.82	47.53	49.12	.	.	.
1581	46.09	.	.	.	.	.
1582	.	.	.	71.53	71.44	73.4
1583	.	.	.	44.73	51.06	56.65
1584	37.22	36.05	34.55	36.34	.	.
1585	.	.	.	39.9	.	.
1586	39	38.85	54.82	51.14	56.22	.
1587	60.1	58.32	62.81	69.39	.	.
1588	46.79	39.92	52.45	.	.	.
1589	.	.	.	68.01	67.38	72.35
1590	36.72	.	.	.	68.61	.
1591	.	.	.	71.16	71.42	73.05
1592	.	.	.	.	.	.
1593	.	.	.	74.36	73.13	70.44
1594	61.13	67.15	.	69.07	74.66	76.68
1595	70.76	.	77.16	81.96	.	71.53
1596	.	.	.	81.27	83.27	84.37
1597	.	.	.	48.97	59.18	.
1598	45.96	.	51.28	.	40.68	.
1599	39.87	36.55	36.77	.	.	.
1600	.	.	.	63.07	.	.
1601	.	.	.	56.45	.	.
1602	34.51	48.47	.	60.09	.	.
1603	.	.	.	59.16	59.06	63.87
1604	.	.	.	39.18	39.59	38.82
1605	.	.	.	46.48	60.55	.
1606	50.4	55.98	.	.	.	.
1607	36.13	38.46	48.85	44.91	.	.
1608	.	.	.	43.23	.	.
1609	42.51	38.93	.	.	65.59	73.34
1610	.	.	.	54.95	61.19	63.19
1611	.	.	.	50.85	57.42	.
1612	54.11	54.81	58.76	.	.	.
1613	.	.	.	49.98	.	.
1614	32.12	28.49	34.02	36.16	48.47	44.62
1615	34.33	31.61	39.95	44.06	47.26	47.12
1616	.	.	.	67.02	.	.
1617	40.09	.	55.1	.	.	.
1618	56.79	67.18	63.46	67.88	.	64.18
1619	38.14	40.41	55.29	56.51	57.15	52.31
1620	.	.	.	61.39	72.94	.
1621	47.1	54.25	55.32	65.11	.	.
1622	46.96	44.2	40.03	.	.	.
1623	30.31	37.32	28.62	.	.	.
1624	.	.	.	72.51	.	.
1625	39.76	58.85	.	.	.	.
1626	57.89	56.31	62.4	63.94	68.8	66.44
1627	.	.	.	55.83	58.22	62.42
1628	.	.	.	40.32	.	.
1629	57.88	55.68	48.98	.	.	.
1630	.	.	.	52.65	61.6	.
1631	.	.	.	81.24	81.24	87.79
1632	47.27	63.13	61.82	62.36	70.17	75.83
1633	.	.	.	80.33	.	84.12
1634	43	48.53	60.42	55.4	63.06	.
1635	.	.	.	46.05	40.86	51.11
1636	37.83	46.79	52.46	.	.	62.44
1637	.	.	.	54.17	58.73	55.82
1638	.	.	.	72.14	72.64	74.66
1639	50.4	41.27	47.59	40.74	36.75	39.03
1640	32.25	43.74	.	.	.	68.23
1641	49.46	62.05	68.89	.	76.35	.
1642	40.85	.	37.34	.	.	.
1643	50.16	41.81	.	66.49	.	.
1644	.	.	.	59.32	.	.
1645	.	.	.	69.75	.	47.43
1646	53.28	.	.	.	.	.
1647	63	71.79	72.4	74.08	81.3	81.84
1648	.	.	.	45.83	45.39	43.59
1649	37.9	32.55	44.35	37.1	35.41	34.85
1650	.	.	.	44.31	.	.
1651	.	.	.	64.81	59.76	65.16
1652	.	.	.	69.48	.	68.86
1653	52.49	59.73	63.92	68.94	64.59	.
1654	52.3	62.17	63.07	64.55	69.57	71.15
1655	.	.	.	50.39	48.66	46.39
1656	42.12	37.39	34.65	44.09	.	.
1657	45.41	63.01	.	.	52.49	44.27
1658	65.32	71.1	66.15	.	75.66	79.35
